,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
OCCP_2digit_10,-0.033352120462824486,-0.0034662912586100286,-0.03515648914686203,0.0018349854035559872,0.04278725121843347,0.01887858015611979,-0.06420810016465793,-0.018517557273606627,-0.012308826377435956,-0.027002147477480868
OCCP_2digit_11,-0.023874609631363026,-0.006981842047361756,-0.026001959084850767,0.008150839145757543,0.022856316128081384,0.03135202162251585,-0.023665972054714865,-0.003112036994914196,0.0006872855802108457,-0.046758750845779275
OCCP_2digit_12,-0.014806155741900707,0.0011421107124795298,-0.018889408164332263,0.024112234459654828,0.003853035771043898,0.00486028338687851,-0.015972092598085807,-0.008851306031472304,-0.018126638391408285,-0.007166656944376276
OCCP_2digit_13,-0.010976497239573939,-0.006171578750104029,-0.007323105450119293,-0.008539510246944835,0.033777525942930535,0.005776989131666193,-0.06991005265912653,0.029799917751428096,-0.015602559813802737,-0.025633250889449583
OCCP_2digit_14,-0.025492457564364766,0.00017352089607604174,-0.044726209963615815,-0.014601111425113413,0.03887967685302987,0.001361094711539144,-0.05140276385210813,0.017349701649234467,-0.042663798287614,-0.011583119152677917
OCCP_2digit_15,-0.013648145806062224,-0.03044579462492059,-0.015021667585160105,-0.010960529647637161,0.038152305554714695,0.01780823172086649,-0.05927549835902452,0.008822374876251832,-0.00531595498065837,-0.028314873378007976
OCCP_2digit_16,-0.021037195554804794,0.003999957653505931,0.0009683516034022802,0.03132052102774249,0.014181844788521166,-0.013155211295133218,-0.04198282642180064,0.044829886886117165,-0.0029600746982670345,-0.006032523120598171
OCCP_2digit_17,-0.009976217511323599,-0.005403476503048449,0.0027115981239126136,0.039713224259996176,-0.011663083069057192,-0.010973738959981914,-0.00994318883513101,0.04134867335081943,-0.05705739445514111,-0.009141557623245072
OCCP_2digit_18,-0.005955811252940861,-0.01197844772964763,-0.006625371721105645,0.022600332819467578,-0.012926474132710837,-0.008419822982715774,7.037346530614393e-05,0.004652829908532622,-0.04660000704076477,-0.027041301433798966
OCCP_2digit_19,-0.016442914057334026,-0.008837306162527035,-0.0028705432017227662,0.0013753305381186643,0.001117652730157419,0.0054030881271187525,4.6286934152001274e-05,0.013003360541900917,0.011659329470634661,-0.008203519735929428
OCCP_2digit_20,-0.033529331009322594,0.0035704616433454273,-0.012274084729510715,0.08902580093403263,-0.028219582830253234,-0.05618664995817736,-0.003950600519978671,0.017265505123252114,-0.0020395492785750388,0.03221520706220902
OCCP_2digit_21,-0.018780256965955016,-0.0030910932341975117,-0.007995594707794809,0.016113450623481622,0.007104131030709328,-0.012160034911030241,-0.03056183504491469,0.024882943867830368,-0.026376682907463256,-0.04384888349694046
OCCP_2digit_22,-0.027055498931487884,-7.984182654918501e-05,0.010031061553424637,0.09320710415050722,-0.023715803075289154,-0.040912734517243726,-0.03228327151579512,0.04867355608215597,-0.04730461099213844,0.1521486204349348
OCCP_2digit_23,-0.04708983765812032,0.008024278425295864,0.02619322042226921,0.1877076423111319,-0.07994142832418744,-0.09198939370035741,0.003448085036908895,0.11593859150514157,-0.06688741182125245,0.26221430370270665
OCCP_2digit_24,-0.012572457601478263,-0.00017872413151672782,0.008222103649198533,0.034618270279525555,-0.015675937110574946,-0.03375084927311699,0.0007435428518316572,0.014803837588562912,-0.003987383665521483,0.06499524107491252
OCCP_2digit_25,-0.004152356486218835,-0.013534332053950208,0.03205366710628863,0.08018765889436599,-0.05074863226059514,-0.040900802135243455,0.02537356332849253,0.06782201724295393,-0.030956446669052735,0.16062309159512556
OCCP_2digit_26,-0.005228697771930099,-0.0033292856319705514,0.006366426175573807,0.01116137485682445,-0.010252810431363954,-0.006452570854520305,0.006996401668871786,-0.01144566840489704,-0.029666974948447642,-0.04330673629282164
OCCP_2digit_27,0.014709389369956482,-0.03751716825875929,0.025506628383344044,0.02686108709462338,-0.006741053305073705,-0.00020681203445693775,-0.03631947023707444,-0.019196096023329303,0.03130837390944069,0.05073844234189036
OCCP_2digit_28,-0.01647852539344158,0.00016499982404756826,0.0020731458526121746,0.018411899400313632,0.0005439094103421166,-0.004540147239515685,-0.020667507992484492,-0.002661641220213838,-0.01389052932659272,-0.0023556694851188447
OCCP_2digit_29,0.0011669645636876477,-0.0013632337536863659,0.015235430231420408,0.013479730631423048,0.011574645558270258,-0.005202981137604146,0.003855787314188832,-0.01074195394139558,-0.022804480405240676,-0.00858357274675895
OCCP_2digit_30,-0.03086353275261614,0.0064626596969311,-0.013612198530736492,0.05249186249584372,0.004501275150759848,-0.011028499270403641,-0.05123502882418597,-0.01798448770035893,-0.09605500130793153,-0.04814980054381922
OCCP_2digit_31,-0.029918399835072634,-0.000493936097943022,-0.02605821575056843,0.06400509979044812,-0.003265682003929826,-0.013240162221783397,-0.03852568418110449,-0.002002768190656374,-0.1244655728011944,-0.06292063646748655
OCCP_2digit_32,-0.047109851296575474,-0.004393555342614485,-0.05530536975849131,0.11379892931060884,-0.024620612785745757,-0.0209550846767463,-0.008207273134718536,-0.077957739630629,-0.06240290757190044,-0.15125318600027549
OCCP_2digit_33,-0.014200518073674019,-0.008124107097642379,-0.018335956809769943,0.02703693723923399,-0.019504682488054925,-0.03374171176003409,0.013933036179597643,-0.03544139303655825,-0.05207423434144233,-0.11589293365442041
OCCP_2digit_34,-0.0013342781934969062,-0.00812326321816636,-0.019589368559718066,0.012653282840734048,-0.01812907746600437,-0.025628544180494366,0.01902129345812414,-0.03497548219290973,-0.025220593105143307,-0.04112197973428517
OCCP_2digit_35,-0.010009696166041913,-0.013585007162800013,-0.01434341267811865,0.025595611384363535,-0.02264627846839288,-0.03226134498493768,0.015312240368554324,-0.05314525067326959,-4.936208702237483e-05,-0.07546187547128395
OCCP_2digit_36,0.014127476548503354,-0.04671149554554295,0.00026134735625777143,0.039248206469590326,-0.08120818246132877,-0.028492757736991545,0.09109799721410439,-0.08586438122460904,-0.032052173897697905,-0.14565007040029646
OCCP_2digit_37,-0.016841106421936734,-0.00030131295582647686,0.008198722160719232,0.026249079501749095,0.011428657892525425,-0.00046586342631999017,-0.02626723786338931,0.06510147091432238,0.06897784361389865,-0.02943394364917653
OCCP_2digit_38,-0.019247075496479752,-0.008855971796758297,0.029148767121959705,0.03636612657379438,0.02127949235765498,-0.018948139434062507,-0.05441197995197932,0.13983327060276923,0.11065029951631568,-0.03275520125536414
OCCP_2digit_39,0.013688931104122207,-0.023113817121869114,0.016992536908595854,0.01640538265263685,-0.0018966995573929633,-0.0013244316729961597,-0.031491942800478984,-0.02515703969240765,0.04616621477537915,0.04774915150893269
OCCP_2digit_40,0.027965513938440437,-0.059226827240244855,0.02587864448219202,-0.006224939752469208,-0.05442070700365514,-0.02606044568966432,0.029787305756794256,-0.10476590167028484,0.03645634418446595,0.16237052352858564
OCCP_2digit_41,0.039828682970368755,-0.07110960193717804,0.020874821143774945,0.020597542617047142,-0.020000131368853202,0.0211761362542769,-0.02651807727273177,-0.11061624640511958,0.06822376162221719,0.1115480314676226
OCCP_2digit_42,0.2440464075741034,0.14839286320911277,-0.10532152488570899,0.08625058974625131,0.00925833673611937,0.12573687792449004,-0.04452371019305025,0.005997574138928017,-0.05293253443036377,0.003960558527341627
OCCP_2digit_43,0.01663107371825218,-0.01664709332072601,0.012965987337452831,-0.014210992630203565,-0.029368904872624942,-0.036595180680315934,0.014220485132978244,0.015629916394793483,-0.044499163939537956,-0.024680309484455015
OCCP_2digit_44,0.014790610011903224,-0.017560249696350456,0.005376055934801469,-0.0036979713622871404,-0.009940718196631046,-0.04237564207330334,-0.0046222565907355385,-0.03205306513390957,0.02302812200323271,0.03638939060466873
OCCP_2digit_45,0.004570947899632405,0.005599464989759423,0.06171427214195423,0.0013757580318513021,-0.04125773934515796,0.022104325389643964,0.031446830467764635,-0.047028388546792574,-0.05602559373827598,-0.1272823096041628
OCCP_2digit_46,0.014712547187921154,-0.005848023983648865,0.09136240982661505,0.03248393847678976,-0.07033803021223435,0.0010648506012972017,0.029524574361178477,-0.037662156459190604,-0.08021367147646961,0.018601989957880923
OCCP_2digit_47,0.013350060425535142,-0.04561584898556184,-0.010388976054374752,-0.050469392206663626,-0.004965528954228206,-0.023412207190749337,0.035602993434768165,-0.11189566400714478,0.1212446182719454,-0.05725267336497393
OCCP_2digit_48,-0.024375257124272243,0.025644798578086984,-0.0010614213955110424,-0.041745999726594894,0.02125375695959007,0.009765650269022378,0.0004093177181027427,-0.04870300703182336,0.037882205397593655,-0.011306110994673895
OCCP_2digit_49,-0.003568828915945805,0.006577211071998013,-0.0003545149709531178,-0.00589497355552877,0.0035249919672546057,-0.03730009903884004,-0.0015599885003738303,-0.0031457199152310506,0.01689593785744516,-0.038567876096182445
OCCP_2digit_50,-0.02281619861875149,0.005710917077396211,-0.029157281796834217,0.01371738344541585,-0.004201085919252332,-0.0008959667839435341,0.017642441193996928,-0.021271771985426253,0.007085373287842166,-0.030380654467365206
OCCP_2digit_51,-0.01015295472498833,0.00815653628389748,-0.013964000151847355,-0.0028342526683040855,-0.030104095073449785,-0.0414854071089041,0.053619024001485036,-0.037176978090830294,0.02270494533342361,-0.039637249049390255
OCCP_2digit_52,-0.00074988144753205,-0.027091115425862358,-0.009477639520067353,-0.007049797945704742,-0.009154351546786663,-0.029870585954976603,0.019752397284050763,-0.05906413613768488,0.050649007672922935,-0.027202358968867517
OCCP_2digit_53,0.0014512246038629302,-0.00527615438407461,0.006627159537853972,0.010485287733345956,-0.014061706273797275,-0.04452544863852607,-0.006581120436529994,-0.019023452741628307,0.023137996453839828,0.008744004716089252
OCCP_2digit_54,-0.00499296535751725,-0.008179238339022295,-0.014605863778411879,-0.0015246917582125983,-0.019295273411623615,-0.016734759664105547,0.035627280338584415,-0.026137012885970996,-0.017935673173073305,-0.046661402754168746
OCCP_2digit_55,-0.005794970511005253,-0.004216601019967428,0.013803888353538405,-0.03419254942595032,0.006060193217941142,-0.034668337959958044,-0.01313001779627183,0.02654186299454468,0.008893042423960888,0.006312129888945023
OCCP_2digit_56,-0.0004897190457201795,-0.007801657126189964,-0.02092732661466583,-0.031417493912877646,0.005631790264439131,-0.04047152377475804,-0.004205522438032649,0.0007356967206108942,-0.005646664093125244,-0.008821987338763354
OCCP_2digit_57,-0.02702013950995507,0.021879062485834877,-0.004583637480253143,0.02911412589784004,-0.02610113182811537,-0.0349549512868373,0.09023356442672163,-0.014885603538366212,0.07760826318620317,0.03661395867938564
OCCP_2digit_58,-0.0004101603682298357,0.002101611862272165,-0.01599256694390735,-0.011770163136525916,-0.03490443476981615,-0.04184482780344995,0.06666556986972592,-0.02773343865238638,0.01523105635724079,-0.007357848461938262
OCCP_2digit_59,-0.004333618552644106,-0.00914886637264573,-0.0029412318844216283,0.015896013241378005,-0.01624939540076862,-0.020021613079326126,0.016455520924220656,-0.021056328481848047,0.01637552958397358,0.024222487277771158
OCCP_2digit_60,0.0049770755259983274,-0.03120318452009776,0.012624414309264842,-0.04483368685372909,0.011444275827266103,0.009787871230728305,0.03754213770735673,0.01586944093697228,0.019423550761369163,0.01403962269898384
OCCP_2digit_61,0.0008891959650405305,-0.006016071797374779,0.008568550041880006,0.0011547682833663473,0.0013299634744835616,-0.007754367142641407,-0.009305972747925677,0.01403656711130087,0.01667504554454132,-0.009076891233931912
OCCP_2digit_62,0.005451175023178338,-0.0005928710674396398,0.039530987099396536,-0.12451046816516553,0.03572497894082765,0.06692066684312374,0.012295188642078878,0.09720653651806037,-0.04725668749919357,0.05469745219875191
OCCP_2digit_63,-0.016803409464066207,-0.0015439630723479713,-0.0022693048308655575,-0.0824793353263712,0.059159609481038294,0.04445745200796587,-0.019274442761166872,0.0304094157630583,0.004284922718641502,0.05700925533618552
OCCP_2digit_64,0.007414338272232167,-0.022741614016645543,0.013499757670676788,-0.04052502777688192,0.01911208725278549,0.049492712199819267,-0.009478906267301655,0.02539462490337971,-0.008010917563419704,0.013326112334639742
OCCP_2digit_65,-0.004046209527730831,-0.01581888993487314,-0.0037019440584797865,-0.03192268818088108,0.015465533283546386,0.023738805351958398,-0.0016222931809907455,0.020756355060606333,-0.010671509786087828,0.014450403514043498
OCCP_2digit_66,-0.003706888727952579,0.0028919154632226526,0.005472854501462607,0.0033688269099306813,-0.003979737509425198,-0.008927283477440382,0.010474982091081204,0.017619778418242808,0.02250981129489326,-0.0076043805513478155
OCCP_2digit_67,-0.010854232731661228,0.006261399688581773,-0.0048951789402781574,-0.032161490094454744,0.012705704389300524,0.005891178588963406,0.013537934850280537,0.04298400254462858,0.011229809542660245,0.03191160973960526
OCCP_2digit_68,-0.010263239431855361,-0.008021509199017214,-0.020288575941914314,-0.050857495121810765,0.04872155997344137,0.05847924918759231,-0.029935307250181543,0.03772802338452764,-0.07631550055460704,0.04202222458708503
OCCP_2digit_69,-0.015243922331705418,-0.0030405705727653038,-0.027548406234199904,-0.050633880792557824,0.03852072146261313,0.04020722920183898,-0.021103917481302355,0.030423749374073585,-0.06467000070931751,0.043874526914382504
OCCP_2digit_70,-0.012185902541725979,-0.001185798221556286,-0.013661628923692914,-0.007379055997095666,0.027295885421981074,0.025511135742509527,-0.02956754556331716,0.022169173714962447,0.0576001352132152,-0.05127214526929718
OCCP_2digit_71,0.0013341475025388338,-0.0021512295611940194,0.007561309814684935,-0.012637223086216676,0.006143848943726166,-0.0011029664038993213,-0.00794007244018184,0.09623750342497303,0.10463057022396438,-0.053888392210199386
OCCP_2digit_72,-0.018900761778841507,-0.009927896907846514,0.0023937010838521455,-0.07907582771912236,0.02854345167277119,0.013144441479049451,-0.009502754967716114,0.00041329286711948955,0.08901690386272083,-0.022082074798081098
OCCP_2digit_73,-0.0036398300743062328,-0.01790071328815791,-0.013809110734343667,-0.06645006999749822,0.01721765909620337,0.01429034475304849,0.016753105364381835,0.04715426194630744,0.012994012222364737,-0.0031332787433534536
OCCP_2digit_74,-0.0036955037081329036,0.010091567026193633,-0.011468715445025755,-0.025036464892608894,0.020158962483835256,0.01734710774045074,-0.010904580551208435,-0.010332933165583997,0.03961045570873977,-0.005954985423433119
OCCP_2digit_75,-0.0006433857428262315,-0.014210546597872875,-0.0028938843853232397,-0.023882976371793634,0.007846923714673179,0.011172111212298972,-0.009781564546543059,0.013083340185139115,-0.041338734816123546,0.013751982148468251
OCCP_2digit_76,-0.0025586068660454347,-0.00433752523852569,0.004485658159362132,-0.015741333207699413,0.02203017334134451,-0.043744874373928315,-0.056824467980418354,-0.006276894000812701,0.024652348694701162,-0.009435213014350316
OCCP_2digit_77,-0.004329854145727476,-0.01626237873028734,-0.029620065764359556,-0.0676351953274977,0.008235640219635394,0.024700153374223134,0.04172979283799102,0.02702693124501164,0.001745067967076582,0.025596903320560062
OCCP_2digit_78,0.00242711748781959,-0.0007714917063945857,-0.0029500202298613477,-0.03825927020440015,-0.020696243772771867,-0.020740524428274613,0.042996645411945485,-0.005350976761415795,0.004682261338404662,0.01922277960440902
OCCP_2digit_79,-0.005363612540042488,-0.00707896018796174,-0.006999449281488023,-0.034224242993123946,0.0017146009679150443,0.013081836527462915,0.02405979630272233,0.017154963867228624,-0.0008891036915089507,0.011179763085690205
OCCP_2digit_80,0.0011018321971460545,0.008379123477469988,-0.013727111308484247,-0.026033622790605997,0.0025575975294017165,-0.05571035924826715,-0.006178520021620525,0.014812199623210362,0.005601643297964612,-0.0037000032024566286
OCCP_2digit_81,-0.002133094609095732,-0.016824211163825487,0.02635170840564001,-0.06351670693983111,0.01905798663512705,0.037555980138395985,-0.018476389784411604,0.0029441223310934924,-0.033379340463751794,-0.0017270480596906124
OCCP_2digit_82,-1.2578585031710634e-05,-0.021118352050334896,0.003122488952513921,-0.008958909949650627,-0.006215302067531926,-0.011946139612616476,0.01889564839246924,0.03112022828569233,-0.04914787213899909,-0.02129931282125152
OCCP_2digit_83,0.011198846211288199,0.0015618527884481068,0.001739034587072217,-0.0037904368950473447,-0.02275461984577098,0.0018385300139801834,0.03427001856910428,0.014732624774292215,-0.06457865498458808,-0.00841070468566435
OCCP_2digit_84,0.0033505922448509207,-0.011983750283169387,0.002477590444891826,-0.005070022293723748,-0.0012637548828943021,-0.002064790600165859,-0.0038534780717969083,-0.00548308981444057,0.0062909061818359835,-0.016399366108631148
OCCP_2digit_85,-0.007103827450175929,-0.0047348676946784365,0.002541458499832135,-0.027311950511472248,0.011035496051774795,0.017251952982742548,-0.007281473485581391,0.0034036003427331102,-0.02097163897969716,0.0019365314138676958
OCCP_2digit_86,-0.020779710570226307,-0.004056797763166345,-0.03221390448432266,-0.04008398683319156,0.03644350412715785,0.05808390546439917,-0.004803018090313028,0.032710147450735284,0.0043078303563823745,0.019629757479417267
OCCP_2digit_87,-0.005845895276236106,-0.0053138873310693115,-0.006162511266713955,-0.03082629705240411,0.005969140312540981,-0.010557259193931788,0.013137886515474023,-0.0038014794781145024,0.007376745915026848,-0.013799223603486899
OCCP_2digit_88,7.436412913585805e-05,-0.004775177635697186,-0.0007735747245850297,-0.018613441754042385,-0.015272987242654997,0.01041539461965354,0.041893406268740954,0.013026565219170333,-0.021496598045545785,-0.014993717491037343
OCCP_2digit_89,-0.0008120819182721666,-0.018050106675591128,-0.016701260810311636,-0.054569650158236796,0.011363083726914724,0.005477800678077885,0.015262757548878412,0.027549832959402602,-0.024716624734004954,0.00883447997368874
OCCP_2digit_90,-0.011571466211409646,0.007904582442729527,0.00854256247046931,-0.004423198364481174,0.001652279822704175,0.01471722204602848,-0.00962001300270834,0.037228701669078025,0.026187255824990853,0.00363710423664376
OCCP_2digit_91,-0.003987486844340111,-0.0013421642244508245,-0.012548380593390043,-0.11241820597584677,0.011978237288780613,-0.037793900895635765,0.03865521382968686,0.02949025992291454,0.05144567978554944,0.06891708376142497
OCCP_2digit_92,-0.010752341053116954,-0.006328596314956496,-0.02106884470858,-0.021359584023775798,0.03918267472209734,0.03139778736555187,-0.03282234544457686,-0.013343117254601187,0.00582456254632005,0.016978712919641047
OCCP_2digit_93,0.009577331500916844,-0.0178090802880584,0.006200480870726089,-0.024531907476113442,0.007194798441697179,-0.028207399929313065,-0.008872639627631004,0.015522593330994988,-0.022201590621881064,0.018347256003576565
OCCP_2digit_94,-0.0032612489564773353,-0.007025507926312396,-0.008653841890008106,-0.020851671376235375,-0.0006420356597755813,0.004588815287803084,0.013970050677103017,0.0514399462007233,-0.011029116498624146,-0.03516288874451518
OCCP_2digit_95,-0.01093842866485482,0.00017694032656798793,-0.01421095593813574,-0.015345540712826589,0.01653281147095851,0.024282323497630112,-0.00218700724202727,0.014866614611759452,4.2923959681948325e-05,-0.004874384517561786
